source,target
यूक्रेन सोवियत समाजवादी गणराज्य,रूसी
कोसोने,फ्रेंच
हंकासाल्मी,फिनिश
टिचिनीसे,इतालवी <OR> इतालवी बोलियाँ
हापरांता,स्वीडिश <OR> फिनिश
मंचू राजवंश,चीनी <OR> मंगोलियाई
यूक्रेनी सोवियत सरकार,रूसी
चुवाश गणराज्य,चुवाश <OR> रूसी
फ्रैंकिश,ग्रीक
रोमन साम्राज्य,लैटिन
लुगानो,इतालवी भाषा <OR> इतालवी
काशुबी,काशुबियन
बर्न कैंटन,फ्रेंच
मोज़ाम्बिक,पुर्तगाली
नक्किला,फिनिश
वालेंसियंस,स्पेनिश <OR> कैटलन <OR> कैटलन भाषा <OR> वालेंसियाई
कज़ाखस्तान,कज़ाख <OR> कज <OR> कज़ाक <OR> कज़ाख भाषा
उरैनेन,फिनिश
वेटिकन,इतालवी <OR> लैटिन
अलबामा,अंग्रेजी
शेलाहू,स्पेनिश
इंका साम्राज्य,केचुआ
दायकुंडी,दाढ़ी
पूर्व भारतीय,हिंदी
आईएएएफ,अंग्रेजी भाषा <OR> अंग्रेजी <OR> फ्रेंच
स्वायत्त प्रांत कोसोवो और मेतोहिजा,सर्बियाई
बासेल-लैंडस्चाफ्ट,जर्मन भाषा
सेबस्तोपोल,यूक्रेनी <OR> रूसी
अचेमेनियन,प्राचीन यूनानी <OR> पुरानी फ़ारसी
तैवस्सालो,फिनिश
वेल्श व्यक्ति,अंग्रेजी <OR> वेल्श
कांग्रेस पोलैंड,पोलिश <OR> रूसी
आयरलैंड,अंग्रेजी <OR> आयरिश
पर्शियन साम्राज्य,प्राचीन यूनानी <OR> प्राचीन यूनानी भाषा
लिथुआनिया,लिथुआनियाई
किर्क्कोनुम्मी,स्वीडिश <OR> फिनिश
फ्लोरेंस,लैटिन
लहति,फिनिश
उत्तरी फ्रांस,फ्रेंच
इट्टी,फिनिश
पंजाब (भारत),पंजाबी भाषा <OR> पंजाबी
अज़रबैजान सोवियत समाजवादी गणराज्य,अज़री <OR> रूसी
श्रीलंका,सिंहली <OR> सिंहला <OR> सिंहल भाषा <OR> तमिल <OR> सिंहली भाषा
नवारे प्रांत,बास्क
स्विस,फ्रेंच भाषा <OR> इतालवी भाषा <OR> इतालवी <OR> फ्रेंच <OR> पुरानी फ्रेंच <OR> जर्मेनिक <OR> एफआर <OR> जर्मनी <OR> फ्रेंच भाषा <OR> जर्मन भाषा <OR> जीईआर <OR> जर्मन भाषा <OR> फ्रैंकोफोन
केस्कलिन्न,एस्टोनियाई
प्यूर्टो रिकान,स्पेनिश <OR> स्पेनिश भाषा <OR> अंग्रेजी <OR> स्पेनिश भाषा
सीआईई,फ्रेंच
पुंकाहार्जु,फिनिश
रीहिमाकी,फिनिश
विश्व एस्पेरांतो संघ,एस्पेरांतो
गैलिसिया (स्पेन),गैलिशियन भाषा <OR> स्पेनिश <OR> गैलिशियन <OR> स्पेनिश भाषा <OR> कास्तिलियन
आईईसी,कैटलन <OR> कैटलन भाषा
नार्पेस,स्वीडिश
विची फ्रेंच,फ्रेंच
उदमुर्त स्वायत्त सोवियत समाजवादी गणराज,रूसी
मोंटेनेग्रो,बोस्नियाई <OR> सर्ब <OR> क्रोएशियाई भाषा <OR> सर्बियाई भाषा <OR> मोंटेनिग्रिन सिरिलिक <OR> सर्बियाई सिरिलिक <OR> सर्बियाई उपनाम <OR> सर्बियाई भाषा <OR> क्रोएशियाई <OR> अल्बानियाई <OR> अल्बानियाई <OR> मोंटेनिग्रिन <OR> सर्बियाई <OR> अल्बानियाई भाषी <OR> अल्बानियाई भाषा <OR> मोंटेनिग्रिन <OR> क्रोएट <OR> मोंटेनिग्रिन भाषा
डीपीआर,यूक्रेनी <OR> रूसी
कार्थेज,पुनिक भाषा <OR> प्यूनिक
बीएमयू,अंग्रेजी
चिंग शासन,चीनी <OR> मंगोलियाई
त्रिशूर,मलयालम
