source,target
পানামার জন্মগ্রহণকারী,স্প্যানিশ
হংকং,ইংরেজি ভাষা <OR> ইংরেজি <OR> চীনা <OR> লিখিত চীনা <OR> অ্যাংলোফোন
লিপেরি,ফিনিশ
রুয়ান্ডার,ইংরেজি <OR> ফরাসি
কসোভো,সার্বিয়ান
স্বায়ত্তশাসিত প্রদেশ,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
তুভালু,ইংরেজি <OR> তুভালু <OR> তুভালুয়ান
কসোভোবাসী,সার্বিয়ান
কমিউনার্ড,ফরাসি
সালভাডোরীয়,স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ ভাষা
বাসা,সুইডিশ <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ
সাভোইয়া,ফরাসি
ইলমাজোকি,ফিনিশ
সলনা পৌরসভা,সুইডিশ
হাঙ্কো।,সুইডিশ <OR> ফিনিশ
ব্রুনেই,মালয়
কেবেক সিটি,ফরাসি
অ্যান্টিলস,ডাচ
আমেরিকার আর্মেনিয়ান জাতীয় কমিটি,আর্মেনিয়ান
সুইজারল্যান্ডের কনফেডারেশন,ইতালীয় <OR> ফরাসি
কাল্মিকিয়া,কাল্মিক ভাষা <OR> কাল্মিক ওইরাত <OR> রুশ <OR> কালমিক
বেলারুশিয়ান সোভিয়েত সমাজতান্ত্রিক প্রজাতন্ত্র,রুশ <OR> বেলারুশিয়ান
এইচকে,ইংরেজি
ডাউন আন্ডার,ইংরেজি
আইরিশ,আইরিশ ভাষা <OR> ইংরেজি <OR> পুরাতন আইরিশ <OR> গেলিক <OR> প্রারম্ভিক আধুনিক আইরিশ
বিআইএইচ,ক্রোয়েশিয়ান
জিংফাও,কাচিন রাজ্য
টিইউআর,তুর্কি
স্লোভেনীয়,ইউরোপীয় ইউনিয়ন <OR> স্লোভেনিয়া <OR> ইউরোপ <OR> ইইউ <OR> স্লোভেনিয়ান <OR> স্লোভেনিয়া
ব্রিটিশ উপনিবেশ,চীনা
গ্রেট হোয়াইট নর্থ,ইংরেজি
যুক্তরাজ্য,ইংরেজি
স্ট্যাটিয়া,ডাচ
জারিস্ট রাশিয়া,রুশ
পেল্লো,ফিনিশ
পোর্ট ক্ল্যারেন্স,স্প্যানিশ
মেক্সিকো প্রজাতন্ত্র,স্প্যানিশ
হারজেডালেন পৌরসভা,সুইডিশ
বুলগেরিয়ান প্যাট্রিয়ার্কেট,বুলগেরিয়ান
জার্মান-ভাষী সম্প্রদায় অফ বেলজিয়াম,জার্মান ভাষা
সিঙ্গাপুর শহর,মালয় <OR> தமிழ்
চিলি,স্প্যানিশ ভাষার <OR> হিস্পানো <OR> স্প্যানিশ <OR> চিলিয়ান স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> স্প্যানিশ ভাষা <OR> হিস্পানিক
নরওয়ে,ল্যান্ডসমål <OR> কভেন <OR> সামি <OR> নাইনর্স্ক <OR> নাইনর্স্ক <OR> উত্তর সামি <OR> নরওয়েজিয়ান নাইনর্স্ক <OR> সামি ভাষা <OR> সামি ভাষাসমূহ <OR> নতুন নরওয়েজিয়ান <OR> সামি <OR> কভেন ভাষা
কেসালাহতি,ফিনিশ
ক্রিস্টিনেস্টাড।,সুইডিশ <OR> ফিনিশ
পারস্য,ফারসি ভাষা <OR> প্রাচীন গ্রীক <OR> গ্রীক <OR> ফারসি <OR> পুরাতন পার্সিয়ান
মাল্টা,মাল্টিজ <OR> ইংরেজি <OR> ইংরেজি ভাষা <OR> মাল্টিজ ভাষা
রাসেবর্গ,সুইডিশ <OR> ফিনিশ
"কেসক্লিন, তাল্লিন।",এস্তোনিয়ান
বুরিয়াতিয়া,রুশ
ওলাদ বুবকার,আমাজিগ
কলঞ্জ-বেল্লেরিভ,ফরাসি
ইউক্রেন এসএসআর,রুশ
কসসোনে,ফরাসি
হাঙ্কাসালমি,ফিনিশ
টিসিনিজ,ইতালীয় <OR> ইতালীয় উপভাষাসমূহ।
হাপারান্তা,সুইডিশ <OR> ফিনিশ
মানচু রাজবংশ,চীনা <OR> মঙ্গোলিয়ান
ইউক্রেনীয় সোভিয়েত সরকার,রুশ
চুভাশ প্রজাতন্ত্র,চুভাশ <OR> রুশ
ফ্রাঙ্কিশ,গ্রিক
রোমান সাম্রাজ্য,লাতিন
লুগানো,ইতালীয় ভাষা <OR> ইতালীয়
কাসজুবি,কাশুবিয়ান
বার্ন ক্যান্টন,ফরাসি
মোজাম্বিক,পোর্তুগিজ
নক্কিলা,ফিনিশ
ভ্যালেন্সিয়ানরা,স্প্যানিশ <OR> কাতালান <OR> কাতালান ভাষা <OR> ভ্যালেন্সিয়ান
কাজাখস্তান,কাজাখ <OR> কাজ <OR> কাজাক <OR> কাজাখ ভাষা
উরাইনেন।,ফিনিশ
ভ্যাটিকান,ইতালীয় <OR> লাতিন
অ্যালাবামা,ইংরেজি
জেলাজু,স্প্যানিশ
ইনকা সাম্রাজ্য,কেচুয়া
দাইকুন্ডি,দারি
পূর্ব ভারতীয়,হিন্দি
আইএএএফ,ইংরেজি ভাষা <OR> ইংরেজি <OR> ফরাসি
স্বায়ত্তশাসিত প্রদেশ কসোভো এবং মেতোহিজা,সার্বিয়ান
বাসেল-ল্যান্ডশাফট,জার্মান-ভাষা
সেবাস্তোপল,ইউক্রেনীয় <OR> রুশ
আখেমেনীয়,প্রাচীন গ্রীক <OR> পুরাতন পার্সিয়ান
তাইভাসালো,ফিনিশ
ওয়েলশম্যান,ইংরেজি <OR> ওয়েলশ
কংগ্রেস পোল্যান্ড,পোলিশ <OR> রুশ
আইরিশ,ইংরেজি <OR> আইরিশ
পারস্য সাম্রাজ্য,প্রাচীন গ্রীক <OR> প্রাচীন গ্রীক ভাষা
লিথুয়ানিয়া,লিথুয়ানিয়ান
কির্ককোনুমি,সুইডিশ <OR> ফিনিশ
ফ্লোরেন্স,লাতিন
লাহতি,ফিনিশ
উত্তর ফ্রান্স,ফরাসি
ইত্তি।,ফিনিশ
পাঞ্জাব (ভারত),পাঞ্জাবি ভাষা <OR> পাঞ্জাবি
আজারবাইজান সোভিয়েত সমাজতান্ত্রিক প্রজাতন্ত্র,আজারবাইজানি <OR> রুশ
শ্রীলঙ্কা,සිංහල <OR> සිංහල <OR> සිංහල භාෂාව <OR> தமிழ் <OR> සිංහල භාෂාව
নাভার্র প্রদেশ,বাস্ক
সুইস,ফরাসি ভাষা <OR> ইতালীয় ভাষা <OR> ইতালীয় <OR> ফরাসি <OR> পুরাতন ফরাসি <OR> জার্মানিক <OR> এফআর <OR> গার. <OR> ফরাসি ভাষা <OR> জার্মান ভাষা <OR> জার্মান <OR> জার্মান ভাষা <OR> ফ্রাঙ্কোফোন
কেসক্লিন্ন।,এস্তোনিয়ান
পুয়ের্তো রিকান,স্প্যানিশ <OR> স্প্যানিশ ভাষা <OR> ইংরেজি <OR> স্প্যানিশ ভাষা
সিআইই।,ফরাসি
পাঙ্কাহারজু,ফিনিশ
রিহিমäki,ফিনিশ
বিশ্ব এস্পেরান্তো অ্যাসোসিয়েশন,এস্পেরান্তো
গ্যালিসিয়া (স্পেন),গ্যালিসিয়ান ভাষা <OR> স্প্যানিশ <OR> গ্যালিসিয়ান <OR> স্প্যানিশ ভাষা <OR> কাস্তিলিয়ান
